date,Q_i,Q_C,Q_L,T_i,T_C,T_L
1979-01-06,1400.6989304953581,92.60034740720003,1493.299277902558,0.31044747940089795,1.3,0.3718102005520473
1979-01-07,2425.798030495358,108.27164740720002,2534.069677902558,0.8736397628047904,1.1,0.8833113184065666
1979-01-08,5875.316930495358,322.3758420988003,6197.692772594159,1.1849791279979651,1.3,1.190961991594328
1979-01-09,2725.4877304953584,740.1118420987999,3465.5995725941584,0.7330894872134864,1.4,0.8755145879195119
1979-01-10,1231.9954304953578,446.2474420988,1678.2428725941577,0.9822172832515147,1.1,1.0135358944792292
1979-01-11,1061.2876304953581,347.1595920987999,1408.4472225941581,0.7912160243296293,0.9,0.818029525052115
1979-01-12,849.8755004953583,292.8926420988001,1142.7681425941585,0.798441363296611,0.6,0.7475806392080906
1979-01-13,843.5846304953583,139.10536209879996,982.6899925941582,0.392500916470105,1.1,0.4926514389550129
1979-01-14,628.026430495358,54.9368420988,682.963272594158,0.17973181781923311,2.1,0.3341961560128663
1979-01-15,670.2374704953578,54.9368420988,725.1743125941578,0.1926385713181317,1.5,0.2916800115983703
1979-01-16,621.4934704953581,79.59410209879995,701.087572594158,0.23743345752902026,1.2,0.3467131290753797
1979-01-17,614.2824504953578,87.8430220988,702.1254725941578,0.5655918910884997,0.5,0.5573856798580469
1979-01-18,577.794010495358,433.8039437036,1011.597954198958,1.011231474640377,0.6,0.8348829216074627
1979-01-19,538.8038404953578,432.4684537036,971.2722941989578,0.5507875662055588,0.5,0.5281739074453224
1979-01-20,610.434230495358,387.7894737036,998.2237041989579,0.7412476551804335,0.7,0.725223785554172
1979-01-21,1362.5333304953579,579.5837737036,1942.1171041989578,0.46967061418123474,1.2,0.68762197281162
1979-01-22,6434.085630495359,387.7894737036,6821.875104198959,0.673098706699302,1.3,0.7087349091920081
1979-01-23,3859.7504339488532,1168.509521861056,5028.259955809909,0.5260102980689073,2.7,1.031220388529552
1979-01-24,4008.8271498033923,1558.542557750042,5567.369707553435,1.1257534076843436,2.0,1.3704920529809337
1979-01-25,10059.784321009369,2015.7214004078824,12075.505721417252,1.5313921374354411,1.8,1.5762298965637316
1979-01-26,7075.67381502976,2919.690253964167,9995.364068993928,3.158140601741476,2.1,2.849053030653199
1979-01-27,5236.9232150297585,2651.085663647228,7888.008878676987,2.261214160894573,3.0,2.5095131393417787
1979-01-28,4007.270805581955,2257.876434849414,6265.147240431369,2.504384780468992,2.8,2.6109206067388855
